"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"10524",10524,"25-39",51.3679999997839,"alive","none","belted",1,"f",27,1999,1992,"unavail","pass",0,1,"43:136:2"
"10527",10527,"10-24",86.0149999996647,"alive","airbag","belted",1,"f",94,1999,1990,"deploy","driver",1,3,"43:140:1"
"10529",10529,"40-54",144.443999998271,"dead","airbag","belted",0,"f",80,1999,1999,"deploy","pass",1,4,"43:141:1"
"10531",10531,"25-39",72.4089999999851,"alive","airbag","belted",1,"f",76,1999,1994,"deploy","driver",1,3,"43:142:2"
"10534",10534,"25-39",51.3679999997839,"alive","airbag","belted",1,"m",21,1999,1997,"deploy","driver",1,3,"43:147:2"
"10535",10535,"10-24",5678.25499999523,"alive","airbag","belted",0,"f",42,1999,1999,"nodeploy","driver",0,0,"43:149:2"
"10537",10537,"10-24",54.5469999997877,"alive","none","none",0,"m",22,1999,1992,"unavail","pass",0,3,"43:150:1"
"10538",10538,"10-24",25988.013999939,"alive","none","belted",0,"f",34,1999,1993,"unavail","driver",0,0,"43:151:1"
"10540",10540,"25-39",42.6089999997057,"alive","none","none",1,"m",23,1999,1993,"unavail","pass",0,2,"43:152:1"
"10543",10543,"10-24",69.4139999998733,"alive","airbag","belted",1,"f",25,1999,1995,"deploy","driver",1,1,"43:155:1"
"10545",10545,"10-24",69.4139999998733,"alive","none","belted",0,"m",38,1999,1992,"unavail","pass",0,1,"43:155:2"
"10547",10547,"25-39",69.4139999998733,"alive","none","belted",1,"m",18,1999,1994,"unavail","pass",0,1,"43:156:2"
"10550",10550,"25-39",51.8319999999367,"alive","airbag","belted",1,"f",18,1999,1997,"deploy","driver",1,1,"43:157:2"
"10551",10551,"25-39",51.8319999999367,"alive","airbag","belted",1,"m",17,1999,1997,"deploy","pass",1,0,"43:157:2"
"10553",10553,"10-24",3902.23699998856,"alive","airbag","belted",1,"m",27,1999,1993,"deploy","driver",1,0,"43:159:2"
"10554",10554,"10-24",91.1329999994487,"alive","airbag","belted",1,"m",33,1999,1999,"deploy","driver",1,3,"43:160:1"
"10556",10556,"10-24",2866.37199997902,"alive","none","belted",0,"m",72,1999,1990,"unavail","driver",0,0,"43:161:2"
"10559",10559,"25-39",235.297999998555,"alive","airbag","belted",1,"f",35,1999,1991,"nodeploy","driver",0,3,"43:163:1"
"10561",10561,"10-24",1066.79999999702,"alive","airbag","belted",1,"f",19,1999,1995,"nodeploy","driver",0,2,"43:164:2"
"10563",10563,"25-39",77.0049999998882,"alive","airbag","belted",1,"m",26,1999,1998,"deploy","driver",1,3,"43:167:2"
"10566",10566,"10-24",72.2099999999627,"alive","airbag","belted",0,"m",54,1999,1996,"deploy","driver",1,3,"43:170:1"
"10567",10567,"10-24",2885.81699997187,"alive","airbag","belted",1,"m",41,1999,1995,"nodeploy","driver",0,0,"43:171:1"
"10569",10569,"25-39",59.3599999998696,"alive","airbag","belted",1,"m",28,1999,1993,"deploy","driver",1,2,"43:172:1"
"10570",10570,"25-39",59.3599999998696,"dead","airbag","belted",0,"m",80,1999,1996,"deploy","driver",1,4,"43:172:2"
"10572",10572,"10-24",28281.1089999676,"alive","none","belted",0,"m",43,1999,1992,"unavail","driver",0,0,"43:174:1"
"10575",10575,"10-24",99.6769999992102,"alive","airbag","belted",1,"f",31,1999,1996,"deploy","driver",1,3,"43:178:1"
"10577",10577,"10-24",6895.03899997473,"alive","airbag","belted",1,"f",28,1999,1997,"deploy","driver",1,0,"43:179:3"
"10579",10579,"10-24",240.913999998942,"alive","airbag","belted",0,"f",48,1999,1999,"deploy","driver",1,0,"43:181:2"
"10582",10582,"40-54",135.757999999449,"dead","none","belted",0,"m",20,1999,1984,"unavail","pass",0,4,"43:182:1"
"10583",10583,"25-39",41.6819999995641,"alive","airbag","none",1,"m",26,1999,1997,"deploy","driver",1,1,"43:185:1"
"10585",10585,"40-54",41.6819999995641,"alive","airbag","belted",0,"f",38,1999,1993,"deploy","driver",1,3,"43:185:2"
"10586",10586,"40-54",41.6819999995641,"alive","none","none",0,"m",20,1999,1993,"unavail","pass",0,3,"43:185:2"
"10588",10588,"10-24",1963.91899999976,"alive","none","belted",0,"m",18,1999,1993,"unavail","driver",0,3,"43:187:1"
"10591",10591,"10-24",163.659999998286,"alive","airbag","belted",0,"f",27,1999,1990,"deploy","driver",1,0,"43:189:2"
"10593",10593,"10-24",172.35399999842,"alive","airbag","belted",1,"f",31,1999,1997,"deploy","pass",1,3,"43:190:1"
"10595",10595,"10-24",172.35399999842,"alive","none","belted",0,"m",85,1999,1984,"unavail","pass",0,0,"43:190:2"
"10598",10598,"55+",53.6789999995381,"alive","none","none",1,"m",21,1999,1987,"unavail","driver",0,3,"43:195:2"
"10599",10599,"40-54",6036.93099999428,"alive","none","belted",0,"m",34,1999,1985,"unavail","driver",0,2,"43:197:2"
"10601",10601,"25-39",87.3289999999106,"alive","airbag","belted",0,"m",17,1999,2000,"deploy","pass",1,0,"43:199:1"
"10602",10602,"25-39",87.3289999999106,"dead","airbag","belted",1,"f",87,1999,1994,"deploy","driver",1,3,"43:199:2"
"10604",10604,"25-39",68.7129999995232,"alive","airbag","belted",0,"f",49,1999,1999,"deploy","driver",1,2,"43:202:1"
"10607",10607,"10-24",51.8319999999367,"alive","none","belted",0,"m",33,1999,1991,"unavail","driver",0,1,"43:203:2"
"10609",10609,"25-39",394.552999999374,"alive","none","belted",0,"m",30,1999,1988,"unavail","driver",0,2,"43:204:1"
"10611",10611,"10-24",682.933999992907,"alive","none","belted",0,"f",23,1999,1991,"unavail","driver",0,1,"43:205:2"
"10614",10614,"25-39",82.8559999996796,"alive","airbag","belted",1,"m",57,1999,2000,"deploy","driver",1,2,"43:207:1"
"10615",10615,"25-39",82.8559999996796,"alive","airbag","belted",1,"f",55,1999,2000,"deploy","pass",1,1,"43:207:1"
"10617",10617,"40-54",0,"alive","airbag","none",0,"m",24,1999,1995,"nodeploy","driver",0,2,"43:801:1"
"10618",10618,"25-39",0,"alive","airbag","belted",1,"m",24,1999,1999,"deploy","driver",1,3,"43:801:2"
"10620",10620,"25-39",130.633999999613,"alive","none","none",1,"f",35,1999,1990,"unavail","driver",0,2,"45:1:2"
"10623",10623,"25-39",91.6489999992773,"dead","airbag","none",1,"f",21,1999,1995,"deploy","pass",1,4,"45:2:1"
"10625",10625,"25-39",110.650999999605,"alive","airbag","belted",1,"m",24,1999,1996,"deploy","driver",1,3,"45:3:2"
"10627",10627,"10-24",110.650999999605,"alive","airbag","belted",1,"f",17,1999,1990,"deploy","driver",1,1,"45:4:2"
"10630",10630,"10-24",44.7379999998957,"alive","none","none",1,"f",29,1999,1978,"unavail","pass",0,0,"45:5:1"
"10631",10631,"25-39",44.7379999998957,"alive","none","none",1,"m",48,1999,1984,"unavail","driver",0,3,"45:5:2"
"10633",10633,"40-54",49.405999999959,"dead","airbag","none",1,"m",27,1999,1997,"deploy","driver",1,4,"45:9:1"
"10634",10634,"25-39",49.405999999959,"dead","none","none",1,"f",36,1999,1994,"unavail","driver",0,4,"45:10:1"
"10636",10636,"25-39",44.7379999998957,"alive","airbag","belted",1,"m",56,1999,1994,"deploy","driver",1,0,"45:11:1"
"10639",10639,"25-39",44.7379999998957,"alive","none","none",0,"m",17,1999,1967,"unavail","pass",0,3,"45:11:2"
"10641",10641,"10-24",2750.40599998832,"alive","airbag","belted",1,"f",68,1999,1994,"deploy","pass",1,2,"45:12:1"
"10643",10643,"10-24",6000.1479999423,"alive","airbag","belted",1,"m",21,1999,1991,"nodeploy","driver",0,0,"45:13:2"
"10646",10646,"40-54",97.7889999998733,"alive","none","none",1,"m",20,1999,1986,"unavail","driver",0,3,"45:16:2"
"10647",10647,"25-39",125.095999999903,"alive","airbag","belted",1,"f",22,1999,1991,"deploy","driver",1,0,"45:18:1"
"10649",10649,"25-39",61.1119999997318,"alive","none","belted",1,"m",63,1999,1979,"unavail","driver",0,3,"45:21:1"
"10650",10650,"25-39",61.1119999997318,"alive","none","belted",1,"f",52,1999,1979,"unavail","pass",0,3,"45:21:1"
"10652",10652,"10-24",61.1119999997318,"alive","none","none",1,"m",67,1999,1987,"unavail","driver",0,3,"45:22:2"
"10655",10655,"10-24",84.0699999993667,"alive","airbag","belted",1,"f",61,1999,1994,"deploy","driver",1,3,"45:25:2"
"10657",10657,"55+",70.0829999996349,"dead","none","none",1,"m",46,1999,1988,"unavail","driver",0,4,"45:27:1"
"10659",10659,"10-24",75.776999999769,"alive","airbag","belted",1,"m",40,1999,1998,"deploy","driver",1,0,"45:29:2"
"10662",10662,"25-39",84.6139999991283,"alive","none","belted",1,"f",86,1999,1986,"unavail","driver",0,3,"45:30:2"
"10663",10663,"40-54",57.1259999996983,"alive","none","belted",0,"m",32,1999,1987,"unavail","driver",0,2,"45:32:2"
"10665",10665,"25-39",141.182999998331,"alive","none","belted",1,"m",32,1999,1988,"unavail","driver",0,3,"45:33:1"
"10666",10666,"10-24",141.182999998331,"alive","airbag","belted",0,"m",49,1999,1994,"nodeploy","driver",0,3,"45:33:2"
"10668",10668,"10-24",141.182999998331,"alive","airbag","belted",1,"m",31,1999,1999,"deploy","driver",1,0,"45:33:3"
"10671",10671,"10-24",68.9709999999031,"alive","airbag","none",0,"f",78,1999,1991,"nodeploy","driver",0,3,"45:35:1"
"10673",10673,"10-24",68.9709999999031,"alive","none","belted",1,"m",47,1999,1989,"unavail","driver",0,0,"45:35:2"
"10675",10675,"10-24",106.687999999151,"alive","airbag","belted",0,"f",61,1999,1998,"deploy","driver",1,3,"45:37:1"
"10678",10678,"25-39",52.1189999999478,"alive","none","belted",1,"m",26,1999,1990,"unavail","driver",0,3,"45:40:1"
"10679",10679,"10-24",49.405999999959,"alive","airbag","none",0,"m",52,1999,1993,"nodeploy","driver",0,2,"45:41:2"
"10681",10681,"25-39",44.7379999998957,"alive","none","none",1,"m",18,1999,1979,"unavail","driver",0,1,"45:42:1"
"10682",10682,"25-39",44.7379999998957,"alive","none","none",1,"f",18,1999,1979,"unavail","pass",0,1,"45:42:1"
"10684",10684,"40-54",44.7379999998957,"alive","none","none",1,"m",24,1999,1986,"unavail","pass",0,3,"45:42:2"
"10687",10687,"55+",49.405999999959,"dead","none","none",1,"m",44,1999,1988,"unavail","pass",0,4,"45:45:1"
"10689",10689,"40-54",49.405999999959,"alive","none","none",1,"f",22,1999,1991,"unavail","pass",0,3,"45:45:2"
"10691",10691,"10-24",1196.38399998844,"alive","none","belted",1,"m",42,1999,1986,"unavail","driver",0,2,"45:48:1"
"10694",10694,"25-39",49.405999999959,"dead","none","none",0,"m",22,1999,1981,"unavail","driver",0,4,"45:50:1"
"10695",10695,"25-39",49.405999999959,"alive","none","none",0,"m",23,1999,1981,"unavail","pass",0,3,"45:50:1"
"10697",10697,"10-24",669.87199999392,"alive","none","none",0,"m",20,1999,1989,"unavail","driver",0,3,"45:51:2"
"10698",10698,"10-24",669.87199999392,"alive","none","belted",0,"f",19,1999,1989,"unavail","pass",0,0,"45:51:2"
"10700",10700,"10-24",55.8229999998584,"alive","none","belted",0,"f",58,1999,1993,"unavail","pass",0,2,"45:52:1"
"10703",10703,"25-39",55.8229999998584,"alive","none","belted",1,"m",33,1999,1991,"unavail","driver",0,2,"45:53:2"
"10705",10705,"25-39",49.405999999959,"dead","none","belted",0,"f",70,1999,1989,"unavail","driver",0,2,"45:54:1"
"10707",10707,"25-39",44.7379999998957,"dead","airbag","none",1,"m",88,1999,1995,"deploy","driver",1,3,"45:55:1"
"10710",10710,"25-39",44.7379999998957,"alive","airbag","belted",1,"f",49,1999,1997,"deploy","driver",1,3,"45:56:2"
"10711",10711,"10-24",59.9839999997057,"alive","airbag","belted",0,"f",21,1999,1997,"nodeploy","driver",0,0,"45:57:1"
"10713",10713,"10-24",59.9839999997057,"alive","airbag","belted",1,"m",24,1999,1993,"deploy","driver",1,0,"45:57:2"
"10714",10714,"10-24",59.9839999997057,"alive","none","belted",1,"m",24,1999,1993,"unavail","pass",0,0,"45:57:2"
"10716",10716,"25-39",52.6909999996424,"alive","none","belted",1,"m",71,1999,1990,"unavail","driver",0,2,"45:62:1"
"10719",10719,"55+",53.5809999997728,"alive","none","belted",1,"f",19,1999,1988,"unavail","driver",0,3,"45:63:1"
"10721",10721,"10-24",15494.2859998941,"alive","airbag","belted",1,"f",27,1999,1999,"nodeploy","driver",0,1,"45:64:1"
"10723",10723,"25-39",64.6909999996424,"alive","none","none",0,"m",76,1999,1987,"unavail","driver",0,3,"45:65:2"
"10726",10726,"10-24",62.4989999998361,"alive","airbag","belted",1,"m",45,1999,1996,"deploy","driver",1,1,"45:68:1"
"10727",10727,"40-54",62.4989999998361,"dead","none","belted",1,"f",47,1999,1991,"unavail","driver",0,4,"45:68:2"
"10729",10729,"10-24",64.2569999992847,"alive","none","belted",1,"f",25,1999,1992,"unavail","driver",0,2,"45:73:2"
"10730",10730,"10-24",31.3909999998286,"alive","airbag","belted",1,"m",75,1999,1994,"deploy","driver",1,0,"45:76:1"
"10732",10732,"10-24",31.3909999998286,"alive","none","belted",1,"f",22,1999,1994,"unavail","pass",0,3,"45:76:2"
"10735",10735,"40-54",80.4719999991357,"alive","airbag","none",1,"m",27,1999,1995,"deploy","driver",1,3,"45:78:2"
"10737",10737,"40-54",80.4719999991357,"alive","airbag","belted",1,"m",49,1999,1994,"deploy","driver",1,3,"45:80:1"
"10739",10739,"10-24",1149.55099999905,"alive","none","belted",0,"f",51,1999,1987,"unavail","driver",0,1,"45:83:1"
"10742",10742,"10-24",2410.93699997663,"alive","airbag","belted",0,"f",25,1999,1995,"nodeploy","driver",0,1,"45:84:1"
"10743",10743,"10-24",2410.93699997663,"alive","airbag","belted",1,"f",17,1999,1996,"deploy","driver",1,2,"45:84:2"
"10745",10745,"25-39",44.7379999998957,"alive","airbag","belted",0,"f",19,1999,1995,"deploy","driver",1,1,"45:88:1"
"10746",10746,"25-39",44.7379999998957,"alive","airbag","belted",0,"f",21,1999,1995,"deploy","pass",1,2,"45:88:1"
"10748",10748,"10-24",1711.72599999607,"alive","airbag","belted",0,"f",17,1999,1997,"nodeploy","driver",0,1,"45:89:1"
"10751",10751,"25-39",49.405999999959,"alive","airbag","belted",1,"f",34,1999,1998,"deploy","driver",1,1,"45:90:2"
"10753",10753,"10-24",44.7379999998957,"alive","none","belted",1,"m",20,1999,1992,"unavail","driver",0,0,"45:92:1"
"10755",10755,"40-54",70.3619999997318,"alive","airbag","none",0,"f",42,1999,1997,"nodeploy","driver",0,3,"45:93:1"
"10758",10758,"10-24",110.452999999747,"alive","airbag","none",0,"m",83,1999,1997,"deploy","driver",1,3,"45:95:2"
"10759",10759,"10-24",110.452999999747,"alive","airbag","none",0,"f",84,1999,1997,"deploy","pass",1,3,"45:95:2"
"10761",10761,"10-24",48.3229999998584,"alive","none","none",0,"f",54,1999,1989,"unavail","driver",0,3,"45:97:1"
"10762",10762,"10-24",48.3229999998584,"alive","airbag","none",1,"m",61,1999,1997,"deploy","driver",1,3,"45:97:2"
"10764",10764,"25-39",53.4209999996237,"alive","airbag","belted",1,"m",72,1999,1997,"deploy","driver",1,3,"45:100:1"
"10767",10767,"25-39",626.047999992967,"alive","none","belted",1,"m",17,1999,1990,"unavail","driver",0,0,"45:102:1"
"10769",10769,"10-24",2821.68899998069,"alive","airbag","belted",0,"f",23,1999,1998,"deploy","driver",1,1,"45:103:1"
"10771",10771,"10-24",49.405999999959,"alive","none","none",0,"m",68,1999,1988,"unavail","driver",0,2,"45:104:2"
"10774",10774,"40-54",44.7379999998957,"alive","none","none",0,"m",20,1999,1979,"unavail","driver",0,3,"45:106:1"
"10775",10775,"40-54",44.7379999998957,"alive","none","none",1,"m",47,1999,1989,"unavail","driver",0,3,"45:106:2"
"10777",10777,"10-24",959.377999998629,"alive","airbag","belted",1,"m",22,1999,1996,"deploy","driver",1,0,"45:110:2"
"10778",10778,"10-24",129.918999999762,"alive","none","none",0,"f",23,1999,1986,"unavail","driver",0,3,"45:113:1"
"10780",10780,"25-39",63.4679999998771,"alive","none","none",1,"f",22,1999,1993,"unavail","driver",0,3,"45:114:1"
"10783",10783,"10-24",44.7379999998957,"alive","none","none",1,"f",19,1999,1992,"unavail","driver",0,3,"45:117:2"
"10785",10785,"40-54",44.7379999998957,"alive","none","none",1,"m",20,1999,1989,"unavail","driver",0,3,"45:118:1"
"10787",10787,"40-54",44.7379999998957,"alive","airbag","belted",0,"f",66,1999,1997,"nodeploy","driver",0,0,"45:118:2"
"10790",10790,"55+",49.405999999959,"alive","airbag","belted",1,"m",16,1999,1997,"deploy","driver",1,2,"45:121:2"
"10791",10791,"55+",44.7379999998957,"alive","none","none",1,"m",25,1999,1992,"unavail","driver",0,3,"45:124:1"
"10793",10793,"10-24",53.4209999996237,"alive","airbag","none",1,"m",57,1999,1996,"deploy","driver",1,3,"45:126:2"
"10794",10794,"10-24",53.4209999996237,"alive","airbag","none",1,"m",50,1999,1996,"deploy","pass",1,3,"45:126:2"
"10796",10796,"55+",49.405999999959,"dead","none","belted",1,"m",58,1999,1993,"unavail","pass",0,4,"45:129:1"
"10799",10799,"1-9km/h",4024.18099999428,"alive","airbag","belted",0,"f",27,1999,1997,"nodeploy","driver",0,1,"45:132:2"
"10801",10801,"25-39",865.762999996543,"alive","none","none",1,"f",25,1999,1989,"unavail","driver",0,3,"45:133:1"
"10803",10803,"40-54",64.6119999997318,"alive","airbag","belted",0,"f",25,1999,1996,"nodeploy","driver",0,3,"45:135:2"
"10806",10806,"55+",49.405999999959,"dead","airbag","none",0,"m",84,1999,1997,"deploy","driver",1,4,"45:138:1"
"10807",10807,"25-39",578.904999993742,"alive","none","belted",1,"m",16,1999,1992,"unavail","driver",0,3,"45:140:1"
"10809",10809,"25-39",578.904999993742,"alive","airbag","none",0,"f",17,1999,1993,"deploy","driver",1,3,"45:140:2"
"10810",10810,"10-24",578.904999993742,"alive","none","none",1,"m",19,1999,1995,"unavail","driver",0,3,"45:140:3"
"10812",10812,"25-39",113.812999999151,"alive","none","none",1,"m",44,1999,1987,"unavail","driver",0,3,"45:143:1"
"10815",10815,"10-24",1083.13199999928,"alive","none","belted",1,"m",41,1999,1993,"unavail","pass",0,2,"45:144:2"
"10817",10817,"10-24",53.4209999996237,"alive","airbag","none",1,"f",41,1999,1996,"deploy","driver",1,2,"45:147:2"
"10819",10819,"25-39",44.7379999998957,"alive","none","none",1,"m",25,1999,1988,"unavail","driver",0,3,"45:148:1"
"10822",10822,"10-24",311.373999997973,"alive","airbag","belted",0,"f",37,1999,1991,"nodeploy","driver",0,2,"45:149:2"
"10823",10823,"55+",44.7379999998957,"alive","none","none",0,"m",18,1999,1986,"unavail","driver",0,2,"45:152:1"
"10825",10825,"10-24",58.6099999998696,"alive","airbag","belted",1,"m",46,1999,1999,"deploy","driver",1,3,"45:154:1"
"10826",10826,"25-39",3269.83299997449,"alive","none","none",1,"m",25,1999,1982,"unavail","driver",0,2,"45:155:1"
"10828",10828,"40-54",49.405999999959,"dead","airbag","belted",0,"f",60,1999,1994,"nodeploy","driver",0,4,"45:157:1"
"10831",10831,"55+",44.7379999998957,"alive","none","none",1,"m",17,1999,1975,"unavail","pass",0,3,"45:158:1"
"10833",10833,"10-24",8000.73799997568,"alive","airbag","belted",0,"m",25,1999,1997,"nodeploy","driver",0,0,"45:159:1"
"10835",10835,"40-54",49.405999999959,"dead","none","belted",0,"f",21,1999,1969,"unavail","driver",0,4,"45:160:2"
"10838",10838,"10-24",53.4209999996237,"alive","airbag","belted",1,"f",79,1999,1999,"deploy","driver",1,3,"45:162:1"
"10839",10839,"25-39",2358.70799997449,"alive","none","none",1,"f",21,1999,1985,"unavail","driver",0,1,"45:163:1"
"10841",10841,"25-39",135.644999999553,"alive","none","belted",1,"m",32,1999,1993,"unavail","driver",0,3,"45:166:1"
"10842",10842,"25-39",66.0329999998212,"alive","none","none",1,"m",43,1999,1985,"unavail","driver",0,3,"45:172:1"
"10844",10844,"25-39",66.0329999998212,"alive","none","belted",1,"m",50,1999,1983,"unavail","driver",0,3,"45:173:2"
"10847",10847,"10-24",44.7379999998957,"alive","none","belted",1,"m",27,1999,1993,"unavail","driver",0,2,"45:175:1"
"10849",10849,"10-24",902.609999999404,"alive","airbag","none",0,"m",16,1999,1994,"nodeploy","driver",0,2,"45:176:1"
"10851",10851,"25-39",3073.98399999738,"alive","none","belted",1,"f",20,1999,1990,"unavail","driver",0,2,"45:179:1"
"10854",10854,"25-39",71.5159999998286,"alive","none","none",1,"m",29,1999,1978,"unavail","driver",0,3,"45:181:1"
"10855",10855,"25-39",71.5159999998286,"dead","none","none",1,"m",38,1999,1978,"unavail","pass",0,4,"45:181:1"
"10857",10857,"40-54",86.3439999995753,"alive","none","none",1,"f",43,1999,1982,"unavail","pass",0,3,"45:183:1"
"10858",10858,"25-39",86.3439999995753,"alive","none","none",1,"f",42,1999,1988,"unavail","driver",0,3,"45:183:2"
"10860",10860,"10-24",1044.625,"alive","none","none",1,"m",29,1999,1980,"unavail","driver",0,1,"45:185:1"
"10863",10863,"25-39",87.0519999992102,"alive","none","none",1,"f",75,1999,1994,"unavail","pass",0,3,"45:187:2"
"10865",10865,"25-39",87.0519999992102,"alive","none","none",1,"m",33,1999,1982,"unavail","pass",0,1,"45:188:1"
"10867",10867,"55+",46.2569999997504,"alive","none","none",1,"m",50,1999,1981,"unavail","pass",0,3,"45:189:1"
"10870",10870,"55+",46.2569999997504,"dead","none","belted",1,"f",16,1999,1987,"unavail","driver",0,4,"45:190:2"
"10871",10871,"55+",50.0149999996647,"alive","airbag","none",1,"m",25,1999,1997,"deploy","driver",1,3,"45:191:1"
"10873",10873,"10-24",55.8479999997653,"alive","none","none",1,"m",21,1999,1991,"unavail","driver",0,3,"45:192:1"
"10874",10874,"10-24",55.8479999997653,"alive","none","none",1,"m",39,1999,1991,"unavail","pass",0,3,"45:192:1"
"10876",10876,"40-54",44.7379999998957,"alive","airbag","belted",1,"f",33,1999,1994,"deploy","driver",1,1,"45:194:1"
"10879",10879,"10-24",8024.9659999609,"alive","airbag","belted",0,"m",83,1999,1993,"nodeploy","driver",0,2,"45:197:1"
"10881",10881,"10-24",56.9719999996014,"alive","airbag","belted",1,"m",24,1999,1996,"deploy","driver",1,1,"45:198:1"
"10883",10883,"55+",56.9719999996014,"dead","none","none",0,"m",20,1999,1984,"unavail","driver",0,4,"45:199:1"
"10886",10886,"10-24",57.9989999998361,"alive","airbag","none",0,"f",30,1999,1999,"deploy","driver",1,3,"45:204:2"
"10887",10887,"10-24",57.9989999998361,"alive","airbag","belted",0,"f",26,1999,1999,"nodeploy","pass",0,2,"45:204:2"
"10889",10889,"10-24",1505.68499998748,"alive","none","belted",1,"m",29,1999,1988,"unavail","driver",0,0,"45:205:2"
"10890",10890,"10-24",1505.68499998748,"alive","none","belted",1,"f",29,1999,1988,"unavail","pass",0,0,"45:205:2"
"10892",10892,"25-39",49.405999999959,"alive","none","none",0,"m",17,1999,1991,"unavail","pass",0,2,"45:207:1"
"10895",10895,"10-24",9268.71199989319,"alive","none","belted",1,"f",83,1999,1986,"unavail","driver",0,0,"45:210:1"
"10897",10897,"25-39",53.4209999996237,"alive","airbag","none",1,"f",67,1999,1999,"deploy","driver",1,3,"45:211:1"
"10899",10899,"25-39",44.7379999998957,"alive","none","none",1,"m",19,1999,1987,"unavail","driver",0,1,"45:212:2"
"10902",10902,"10-24",2273.55599999428,"alive","none","belted",1,"m",36,1999,1995,"unavail","driver",0,1,"45:214:2"
"10903",10903,"40-54",4959.875,"alive","none","none",0,"m",25,1999,1980,"unavail","driver",0,3,"45:215:1"
"10905",10905,"10-24",13876.5039999485,"alive","none","belted",0,"f",46,1999,1993,"unavail","driver",0,1,"45:216:2"
"10906",10906,"10-24",13876.5039999485,"alive","none","belted",0,"f",49,1999,1993,"unavail","pass",0,0,"45:216:2"
"10908",10908,"40-54",55.6979999998584,"alive","none","none",1,"m",21,1999,1986,"unavail","driver",0,3,"45:218:1"
"10911",10911,"25-39",55.6979999998584,"alive","none","none",1,"m",21,1999,1985,"unavail","pass",0,2,"45:219:2"
"10913",10913,"40-54",49.405999999959,"alive","none","none",1,"m",26,1999,1993,"unavail","driver",0,3,"45:220:2"
"10915",10915,"10-24",342.740999996662,"alive","none","none",1,"f",26,1999,1988,"unavail","driver",0,2,"45:221:2"
"10918",10918,"1-9km/h",607.198999993503,"alive","airbag","belted",0,"m",46,1999,1998,"nodeploy","driver",0,0,"45:227:2"
"10919",10919,"10-24",0,"alive","airbag","none",1,"f",17,1999,1998,"deploy","driver",1,2,"45:801:1"
"10921",10921,"10-24",0,"alive","airbag","belted",1,"f",36,1999,1996,"deploy","pass",1,2,"45:801:2"
"10922",10922,"10-24",0,"alive","airbag","belted",1,"m",39,1999,1998,"deploy","driver",1,3,"45:802:1"
"10924",10924,"10-24",0,"alive","none","belted",1,"m",43,1999,1986,"unavail","driver",0,0,"45:803:1"
"10927",10927,"10-24",0,"alive","airbag","none",1,"f",19,1999,1999,"deploy","pass",1,2,"45:805:1"
"10929",10929,"25-39",0,"alive","airbag","none",1,"f",17,1999,1998,"deploy","pass",1,1,"45:806:1"
"10931",10931,"25-39",0,"alive","airbag","belted",1,"m",21,1999,1999,"deploy","driver",1,1,"45:808:1"
"10934",10934,"40-54",0,"alive","airbag","none",1,"m",51,1999,2000,"deploy","driver",1,2,"45:809:3"
"10935",10935,"40-54",0,"alive","airbag","belted",1,"f",47,1999,2000,"deploy","pass",1,2,"45:809:3"
"10937",10937,"25-39",322.654999997467,"alive","none","belted",0,"f",36,1999,1989,"unavail","driver",0,3,"48:2:1"
"10938",10938,"25-39",322.654999997467,"alive","none","belted",0,"m",37,1999,1989,"unavail","pass",0,3,"48:2:1"
"10940",10940,"25-39",452.596999999136,"dead","none","none",0,"f",37,1999,1974,"unavail","driver",0,4,"48:3:1"
"10943",10943,"25-39",401.727999996394,"alive","airbag","belted",0,"m",52,1999,1994,"nodeploy","driver",0,3,"48:7:1"
"10945",10945,"25-39",401.727999996394,"alive","none","none",1,"m",18,1999,1992,"unavail","driver",0,0,"48:7:2"
"10947",10947,"10-24",5093.22399997711,"alive","none","belted",0,"f",21,1999,1993,"unavail","driver",0,3,"48:10:2"
"10950",10950,"10-24",424.434999998659,"alive","none","none",0,"m",39,1999,1993,"unavail","driver",0,0,"48:11:3"
"10951",10951,"10-24",424.434999998659,"alive","none","none",0,"m",20,1999,1993,"unavail","pass",0,0,"48:11:3"
"10953",10953,"25-39",431.500999998301,"alive","airbag","belted",1,"f",50,1999,1990,"deploy","driver",1,0,"48:13:1"
"10954",10954,"25-39",431.500999998301,"alive","none","none",1,"m",23,1999,1990,"unavail","pass",0,3,"48:13:1"
"10956",10956,"25-39",431.500999998301,"alive","none","belted",1,"m",25,1999,1983,"unavail","driver",0,0,"48:14:2"
"10959",10959,"10-24",222.799999998882,"alive","airbag","belted",0,"m",26,1999,1996,"nodeploy","pass",0,0,"48:17:1"
"10961",10961,"10-24",222.799999998882,"alive","airbag","belted",1,"f",24,1999,1996,"deploy","pass",1,0,"48:17:2"
"10963",10963,"1-9km/h",563.605999998748,"alive","airbag","belted",0,"f",47,1999,1994,"nodeploy","driver",0,3,"48:19:2"
"10966",10966,"25-39",246.576999999583,"alive","none","none",1,"f",19,1999,1984,"unavail","driver",0,0,"48:21:2"
"10967",10967,"25-39",246.576999999583,"alive","none","none",1,"f",25,1999,1984,"unavail","pass",0,3,"48:21:2"
"10969",10969,"10-24",325.826999999583,"alive","none","belted",0,"f",22,1999,1993,"unavail","driver",0,0,"48:22:2"
"10970",10970,"10-24",325.826999999583,"alive","none","none",0,"m",35,1999,1985,"unavail","driver",0,3,"48:23:1"
